mssv,namsinh,gioitinh,hieusotuoi,khoahoc,lopsh,hedt,dien_tt,loaitruong,khuvuc,xeploai_diemtt,avxl
635D1273XPvAibaEXe9xkK/YA3rY8IFU/6Bc4lh9,1998.0,1.0,0.0,11.0,KTPM0001,CLC,1,THPT,Khu vực 2,1,ENG01
1A0E0558XPvAibaEXe9xkK/YA3rY8FFX85Uop5YB,1998.0,1.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
A56A2ECBXPvAibaEXe9xkK/YA3rY8PRNWpizshot,1998.0,1.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 2 NT,2,ENGBT
6E594582XPvAibaEXe9xkK/YA3rY8BuIyh8QfoMS,1998.0,1.0,0.0,11.0,KHMT0001,CQUI,0,Chuyên,Khu vực 3,3,ENG02
1E43797CXPvAibaEXe/81GDNmtxKsQIri7NYICsC,1998.0,0.0,0.0,11.0,KTPM0001,CQUI,0,Chuyên,Khu vực 2,2,ENG01
3788C7A4XPvAibaEXe/81GDNmtxKsfT2ovFuIAkG,1998.0,1.0,0.0,11.0,TMĐT2016,CQUI,0,THPT,Khu vực 1,2,ENGBT
6EF53EE6XPvAibaEXe/81GDNmtxKsWKpNmvVkP+G,1998.0,1.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
5BC12409XPvAibaEXe/81GDNmtxKsdUAUDG04Ms3,1997.0,1.0,-1.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 1,2,ENG01
3DD6D60BXPvAibaEXe/81GDNmtxKsSpculnFzj6s,1997.0,1.0,-1.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 1,2,ENGBT
D4BC6C5FXPvAibaEXe/81GDNmtxKsf5uAQitOS6/,1998.0,1.0,0.0,11.0,MTCL2016.1,CLC,0,THPT,Khu vực 2,4,ENG01
4BB3341BXPvAibaEXe87qJpUsO6V7TeFLjbYGDFN,1998.0,0.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 1,2,ENGBT
AC6E759CXPvAibaEXe87qJpUsO6V7bDv5ZWTAeVE,1998.0,0.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
FBE9AA5AXPvAibaEXe87qJpUsO6V7cleB72s2edm,1998.0,0.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
DCD237D2XPvAibaEXe87qJpUsO6V7e5R1OV9ekyj,1998.0,0.0,0.0,11.0,HTTT0001,CQUI,3,Chuyên,Khu vực 2,4,ENG01
5A9F64D1XPvAibaEXe87qJpUsO6V7TZk2T/CAsg6,1998.0,1.0,0.0,11.0,ATTN2016,KSTN,0,THPT,Khu vực 1,3,ENG01
EF134ADEXPvAibaEXe87qJpUsO6V7S7JwvClJktx,1998.0,1.0,0.0,11.0,MTCL2016.1,CLC,0,THPT,Khu vực 1,4,ENG01
14EA3727XPvAibaEXe8JRliMuqssCJF9lhlKmfmh,1998.0,0.0,0.0,11.0,MTCL2016.1,CLC,0,THPT,Khu vực 2,3,ENG01
C86E80EAXPvAibaEXe8JRliMuqssCD34i2qCrEtf,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 1,3,ENG01
D61A8FA6XPvAibaEXe8JRliMuqssCFM/cB1ttK5H,1998.0,0.0,0.0,11.0,CTTT2016,CTTT,0,THPT,Khu vực 1,3,ENGBT
D6325697XPvAibaEXe8JRliMuqssCDQkwlJOqjq0,1998.0,1.0,0.0,11.0,MTCL2016.1,CLC,0,THPT,Khu vực 3,3,ENG01
B5C2A1C5XPvAibaEXe8JRliMuqssCAeqW+vA6u8X,1998.0,1.0,0.0,11.0,HTCL2016.1,CLC,0,THPT,Khu vực 3,4,ENGBT
C60B8B5FXPvAibaEXe/t7ClCI88v7nP9bkTu3sLj,1998.0,1.0,0.0,11.0,HTCL2016.1,CLC,0,THPT,Khu vực 3,4,ENG01
C2BFCFE6XPvAibaEXe/t7ClCI88v7vvMyl2ysdwy,1998.0,0.0,0.0,11.0,ATTT2016,CQUI,0,THPT,Khu vực 2,3,ENG01
A6C20BC5XPvAibaEXe/t7ClCI88v7hJMKVISSTxm,1998.0,1.0,0.0,11.0,CNTT2016,CQUI,0,THPT,Khu vực 1,2,ENGBT
7F3C1FFBXPvAibaEXe/t7ClCI88v7k1tcLaQ7rIn,1998.0,1.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 3,3,ENGBT
32180497XPvAibaEXe/t7ClCI88v7sGEqCvtpJrq,1998.0,1.0,0.0,11.0,KTPM0001,CLC,0,Chuyên,Khu vực 1,3,ENGBT
DD4EFA9CXPvAibaEXe/t7ClCI88v7mCBtTA3bz+f,1998.0,0.0,0.0,11.0,CNTT2016,CQUI,0,THPT,Khu vực 1,2,ENG01
21A44321XPvAibaEXe9S6E9ioiUfBDPj01WaWxc1,1998.0,0.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 1,2,ENG01
591A9AADXPvAibaEXe9S6E9ioiUfBK9MVMlLs9L0,1998.0,1.0,0.0,11.0,HTTT2016,CQUI,0,Chuyên,Khu vực 1,3,ENG01
07F0B649XPvAibaEXe9S6E9ioiUfBGwa4H6CUbKK,1997.0,1.0,-1.0,11.0,KTMT0001,CLC,0,THPT,Khu vực 3,4,ENG01
1ABBE1BBXPvAibaEXe9S6E9ioiUfBGiyTmQYHGjq,1998.0,1.0,0.0,11.0,MMTT2016,CQUI,0,Chuyên,Khu vực 2,3,ENG02
973154C3XPvAibaEXe+Y2Dmraxe1iYT8oxNVsVdy,1998.0,1.0,0.0,11.0,PMCL2016.1,CLC,0,THPT,Khu vực 2,3,ENGBT
3129ED21XPvAibaEXe+Y2Dmraxe1iUz2qYKUheXA,1998.0,1.0,0.0,11.0,ATTT2016,CQUI,0,THPT,Khu vực 3,3,ENG01
28E48F0BXPvAibaEXe+Y2Dmraxe1iZnkzf6f17wP,1998.0,1.0,0.0,11.0,MTCL2016.1,CLC,0,THPT,Khu vực 3,3,ENG01
C0CA4964XPvAibaEXe+Y2Dmraxe1iXZJvq0Bdzle,1998.0,1.0,0.0,11.0,MMTT0001,KSTN,0,THPT,Khu vực 2 NT,2,ENGBT
D3F4026DXPvAibaEXe+Y2Dmraxe1iZJc8pjBdEJI,1998.0,1.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
45C1AE02XPvAibaEXe+Y2Dmraxe1iZRzEs93KNw/,1998.0,1.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 2 NT,1,ENGBT
DC510789XPvAibaEXe+GHNK19bpqC6fiDr/IfEBw,1998.0,1.0,0.0,11.0,KTPM2016,CQUI,0,THPT,Khu vực 1,2,ENG01
40477DF3XPvAibaEXe+GHNK19bpqCw8XUzH8lpyj,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THCS&THPT,Khu vực 2,2,ENG01
8DF80DC7XPvAibaEXe+GHNK19bpqC2HzcxrGb6J1,1997.0,1.0,-1.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 1,1,ENG01
BC23DA17XPvAibaEXe+GHNK19bpqCyPAUx4pm9RJ,1998.0,1.0,0.0,11.0,KTMT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENGBT
CFAD9912XPvAibaEXe+GHNK19bpqC27N8KsncB+D,1998.0,0.0,0.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 1,4,ENG01
9C9DF586XPvAibaEXe+GHNK19bpqC+R86WCu45mt,1996.0,1.0,-2.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 2,2,ENG02
7933EDCBXPvAibaEXe+tKwu+Ol4th1CASAT7HNg8,1998.0,1.0,0.0,11.0,KHTN2016,CNTN,0,THPT,Khu vực 3,2,ENG02
38BAF724XPvAibaEXe+tKwu+Ol4th1HU9BFJl0mW,1998.0,1.0,0.0,11.0,TMĐT2016,CQUI,0,THPT,Khu vực 1,3,ENG01
BBF7B61BXPvAibaEXe+tKwu+Ol4th6hUZRqaHgpG,1998.0,1.0,0.0,11.0,HTTT0001,CLC,0,THCS&THPT,Khu vực 3,3,ENG01
29B1E2ACXPvAibaEXe+tKwu+Ol4th4EfdFoZiY9j,1998.0,1.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 1,3,ENG01
20EA5161XPvAibaEXe+tKwu+Ol4th4lHuNksf8Ew,1998.0,1.0,0.0,11.0,ATTN2016,KSTN,0,THPT,Khu vực 1,1,ENG01
382011DDXPvAibaEXe+tKwu+Ol4th1ivtsIPFk30,1998.0,1.0,0.0,11.0,KHMT2016.1,CQUI,0,THPT,Khu vực 1,3,ENG01
6BD2C3A2XPvAibaEXe+tKwu+Ol4th6LhYFpOaSaJ,1998.0,1.0,0.0,11.0,KTPM0001,CLC,0,Chuyên,Khu vực 2,3,ENG01
69EAA97AXPvAibaEXe90ZzX2oanjjnD7J8FNZuDS,1998.0,1.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 3,2,ENG01
D9E2D8FDXPvAibaEXe90ZzX2oanjjl4VoJ5+nJxM,1998.0,1.0,0.0,11.0,MMTT2016,CQUI,0,THPT,Khu vực 1,3,ENG01
9C88C20AXPvAibaEXe90ZzX2oanjjvdFX8RLhtBI,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 1,3,ENG01
28BA21D6XPvAibaEXe90ZzX2oanjjs5FxU3lHZPx,1998.0,1.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 1,3,ENG01
80655820XPvAibaEXe8lzySxhHiT0asFjWSgCSuX,1998.0,1.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 2 NT,3,ENG01
1EDA2DA4XPvAibaEXe8lzySxhHiT0RqGwGqh/eBg,1998.0,1.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 1,3,ENGBT
4F4FA085XPvAibaEXe8lzySxhHiT0QWlfALc1aFD,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 1,3,ENG01
955B7BBEXPvAibaEXe8lzySxhHiT0afB+o9SPiI/,1998.0,1.0,0.0,11.0,MMTT0001,KSTN,1,THPT,Khu vực 2,1,ENG01
77611815XPvAibaEXe8lzySxhHiT0dS9w57k39qB,1998.0,1.0,0.0,11.0,PMCL2016.1,CLC,0,THPT,Khu vực 3,3,ENG02
9D86B13DXPvAibaEXe8lzySxhHiT0WPIM25OzMa/,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THCS&THPT,Khu vực 3,3,ENG01
B2366359XPvAibaEXe8lzySxhHiT0abgjQcayJU6,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT,2,ENGBT
7B967A41XPvAibaEXe8lzySxhHiT0exzdQmBFLmj,1998.0,1.0,0.0,11.0,HTTT0001,CTTT,1,THPT,Khu vực 2,1,ENG02
62BFFE2EXPvAibaEXe/9ugxkUZcLfPe37BSUxSyd,1998.0,1.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 2,1,ENGBT
A830FA6EXPvAibaEXe/9ugxkUZcLfOCCe0d2Y2i+,1998.0,1.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
5B43BFC8XPvAibaEXe/9ugxkUZcLfFd6KWqUBYnv,1998.0,1.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 1,2,ENG01
DDBD0AC6XPvAibaEXe/9ugxkUZcLfP+4REaiz1m9,1998.0,1.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENGBT
816B09EDXPvAibaEXe/9ugxkUZcLfCsP2F+g822+,1997.0,1.0,-1.0,11.0,MMTT0001,CQUI,0,GDTX,Khu vực 2,3,ENG01
7C573785XPvAibaEXe8OLQLlidG6/2J/+3f4eaLt,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
78347B4EXPvAibaEXe8OLQLlidG6/64lqBZl8N/e,1998.0,1.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 1,3,ENG01
0E184853XPvAibaEXe8OLQLlidG6/6DACqDoin5w,1998.0,1.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 1,2,ENG01
F26FD744XPvAibaEXe8OLQLlidG6//6ShwJ1wZku,1998.0,1.0,0.0,11.0,KTPM2016,CQUI,0,THCS&THPT,Khu vực 3,1,ENGBT
AFD7F061XPvAibaEXe8OLQLlidG6/6iYnKPHh3U3,1998.0,1.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 1,3,ENG01
87A1FCAFXPvAibaEXe8OLQLlidG6/2sMV923FD85,1998.0,1.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
3237312AXPvAibaEXe9BgVwdGgzpaWPBzMunWFH4,1998.0,1.0,0.0,11.0,PMCL2016.1,CLC,0,THPT,Khu vực 3,3,ENG02
6695C814XPvAibaEXe9BgVwdGgzpaWghu9fyLWIp,1998.0,1.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 3,2,ENG02
513CB68EXPvAibaEXe9BgVwdGgzpaS0cp9yc6F5r,1997.0,1.0,-1.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
AE2F1B61XPvAibaEXe9BgVwdGgzpac6mspMdyLgK,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 1,2,ENGBT
F5673015XPvAibaEXe86jqvsmOoL9gz0xQ3iVB/D,1996.0,1.0,-2.0,11.0,MMTT2016,CQUI,0,THPT,Khu vực 2,3,ENG01
AEB28933XPvAibaEXe86jqvsmOoL9iHMp/2aXaxQ,1998.0,1.0,0.0,11.0,KTPM0001,CLC,0,Chuyên,Khu vực 3,3,ENG01
F2E08BFBXPvAibaEXe86jqvsmOoL9oGDUv7q0lsr,1998.0,1.0,0.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 3,3,ENG02
9C31DE00XPvAibaEXe86jqvsmOoL9hEq1ka1r7+d,1998.0,1.0,0.0,11.0,KTMT0001,CLC,0,THPT,Khu vực 2 NT,3,ENG01
D41951CEXPvAibaEXe86jqvsmOoL9rvc2uWyJ4gj,1998.0,1.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 1,3,ENG02
B5A5645EXPvAibaEXe95t7IdlkoVf/AQqVZIBtH0,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2,1,ENG01
A1E1D102XPvAibaEXe95t7IdlkoVf/51hHXuCrwb,1998.0,1.0,0.0,11.0,MMTT2016,CQUI,0,THPT,Khu vực 3,3,ENG01
788E001DXPvAibaEXe95t7IdlkoVf8oA8e/NjO1r,1998.0,1.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
F6F9475CXPvAibaEXe95t7IdlkoVf01nr8F41vO8,1998.0,1.0,0.0,11.0,HTTT0001,CTTT,0,THPT,Khu vực 2,3,ENG01
30D3E6E7XPvAibaEXe8Ve7JqRML75bS5tHExQQga,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 1,2,ENG01
5496C0BBXPvAibaEXe8Ve7JqRML75VSrneiFXwvT,1998.0,1.0,0.0,11.0,KTMT0001,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
3126A55BXPvAibaEXe8Ve7JqRML75QoATwEngbtB,1998.0,1.0,0.0,11.0,KTPM0001,CQUI,0,THCS&THPT,Khu vực 3,2,ENG02
7D4060BBXPvAibaEXe8Ve7JqRML75f60sgal9POH,1998.0,1.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 1,2,ENGBT
FE7F2D22XPvAibaEXe8Ve7JqRML75bM6gg4vxboN,1996.0,0.0,-2.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 1,3,ENG01
F42652EDXPvAibaEXe8Ve7JqRML75ZotBOnQHExP,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 3,3,ENG01
942D302DXPvAibaEXe9eYPx3anXXhP4CDh9NTvBT,1998.0,1.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
BAACDE17XPvAibaEXe9eYPx3anXXhGNACGngumwr,1997.0,0.0,-1.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
12A164C7XPvAibaEXe9eYPx3anXXhP21P/VRYCGB,1998.0,0.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
D6527C3BXPvAibaEXe9eYPx3anXXhH8it6AZlLzp,1997.0,1.0,-1.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 2 NT,3,ENGBT
01B52BE5XPvAibaEXe9eYPx3anXXhOEtGOeWYZrn,1998.0,1.0,0.0,11.0,MMTT2016,CQUI,1,THPT,Khu vực 2,1,ENGBT
BA45B4ADXPvAibaEXe92Jin2iMtHCpfdO6SqQlLh,1998.0,1.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 3,2,ENG01
3670B2F3XPvAibaEXe92Jin2iMtHCooAV2Og/xCx,1998.0,1.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 1,3,ENGBT
7948AD02XPvAibaEXe92Jin2iMtHCrp7po4Dxg3m,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
3B36303EXPvAibaEXe92Jin2iMtHCuWTyMGfWwjT,1998.0,1.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 1,1,ENGBT
7FCFB3B1XPvAibaEXe92Jin2iMtHCo1x47Wpnc7g,1998.0,1.0,0.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 2,2,ENG01
192E4235XPvAibaEXe92Jin2iMtHChKANAao8ZUk,1997.0,1.0,-1.0,11.0,CNTT0001,CQUI,0,THPT,Khu vực 2 NT,2,ENGBT
5F015460XPvAibaEXe/5h0vZw0NHL3rTJlBbR6W0,1998.0,1.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENGBT
77AA22BDXPvAibaEXe/5h0vZw0NHLw1SiBz29uk2,1998.0,1.0,0.0,11.0,KHTN2016,CNTN,0,THPT,Khu vực 2,2,ENG02
15A91E53XPvAibaEXe/5h0vZw0NHL5mM+K0Tj6RE,1995.0,1.0,-3.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 1,3,ENG01
2FF04FA8XPvAibaEXe/5h0vZw0NHLz1icbUz+Z9r,1998.0,1.0,0.0,11.0,HTCL2016.1,CLC,0,THPT,Khu vực 2 NT,3,ENGBT
E696D0B0XPvAibaEXe/5h0vZw0NHLzJFwI9xi1Oh,1998.0,1.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 1,2,ENG01
4DB1855DXPvAibaEXe+n4oL3iuTqC0cLl0kwM7kQ,1997.0,1.0,-1.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 2 NT,3,ENG02
487A9A3FXPvAibaEXe+n4oL3iuTqC6vV9FvUFu7N,1998.0,0.0,0.0,11.0,KHMT0001,CQUI,0,THPT,Khu vực 2,2,ENGBT
330A20C4XPvAibaEXe+n4oL3iuTqC+0PyxPF31kr,1997.0,0.0,-1.0,11.0,MMTT2016,CQUI,0,THPT,Khu vực 2 NT,2,ENGBT
77975167XPvAibaEXe/pS44gx8Fm9v9+sdp2PraC,1998.0,1.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 3,3,ENG02
35DA89B4XPvAibaEXe/pS44gx8Fm9tOJ1EFCqalV,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 1,3,ENGBT
56535DAEXPvAibaEXe/pS44gx8Fm9j1XdP/cQelm,1998.0,1.0,0.0,11.0,HTTT2016,CQUI,0,Chuyên,Khu vực 2 NT,3,ENG01
570FE49BXPvAibaEXe/pS44gx8Fm9tS8RaIhlkx8,1998.0,1.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 1,3,ENG01
7CF624C3XPvAibaEXe/pS44gx8Fm9lnr2OshV+zO,1998.0,1.0,0.0,11.0,CNTT2016,CQUI,0,THPT,Khu vực 1,2,ENG01
6D62204DXPvAibaEXe/pS44gx8Fm9uhYc0pqW5wU,1998.0,1.0,0.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 3,4,ENG01
65166AE0XPvAibaEXe8K9VKm2afHLeT+RoPJaoP5,1998.0,1.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2,2,ENG02
E134A5BEXPvAibaEXe8K9VKm2afHLaJxHi92R/zU,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT,2,ENG01
1B5F428CXPvAibaEXe8K9VKm2afHLcrG7NGXSkAL,1998.0,1.0,0.0,11.0,ATTN2016,KSTN,0,Chuyên,Khu vực 2,2,ENG02
D6EC50FBXPvAibaEXe8K9VKm2afHLbphXNTsojae,1998.0,1.0,0.0,11.0,HTTT0001,CTTT,0,THPT,Khu vực 3,4,ENG02
14201CC6XPvAibaEXe8K9VKm2afHLdKjVsxKb5b9,1998.0,1.0,0.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 2,4,ENG01
EE7B46F2XPvAibaEXe+7P4TS0/ikVUK469OKcPDA,1998.0,1.0,0.0,11.0,KTMT0001,CQUI,0,Chuyên,Khu vực 1,3,ENG01
B76C034CXPvAibaEXe+7P4TS0/ikVaiShJPRi8D8,1998.0,1.0,0.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 2 NT,3,ENGBT
E0AE8B8AXPvAibaEXe+7P4TS0/ikVRSgiKM58KE9,1998.0,1.0,0.0,11.0,MMTT2016,CQUI,0,THCS&THPT,Khu vực 3,3,ENG01
EA5B909FXPvAibaEXe+7P4TS0/ikVWIgtv30JvpE,1998.0,1.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 2 NT,3,ENG01
6778C130XPvAibaEXe+7P4TS0/ikVcxrYCiN4Kyj,1997.0,1.0,-1.0,11.0,MMTT2016,CQUI,0,Chuyên,Khu vực 2,3,ENG01
91E5E67CXPvAibaEXe8iGDMJikW1wm/fzv+kCFPN,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2,3,ENG01
A65F6EE9XPvAibaEXe8iGDMJikW1wtXs5cFlWsGb,1998.0,1.0,0.0,11.0,MTCL2016.1,CLC,0,Chuyên,Khu vực 1,4,ENG01
288E4445XPvAibaEXe8iGDMJikW1wv69BjaGCsB1,1998.0,1.0,0.0,11.0,HTTT0001,CTTT,0,THPT,Khu vực 3,4,ENG01
D441A573XPvAibaEXe8iGDMJikW1woah6+4Xu8Ve,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
A5085DE8XPvAibaEXe8iGDMJikW1wljc/V8g1C1o,1992.0,1.0,-6.0,11.0,KTMT0001,CLC,0,THPT,Khu vực 2 NT,4,ENG01
44597D66XPvAibaEXe8iGDMJikW1wus8qKUjJv0B,1998.0,1.0,0.0,11.0,KTPM0001,CQUI,0,Chuyên,Khu vực 2,1,ENG01
2C093564XPvAibaEXe8pd25OrRS+bSnBwyRMfwuw,1998.0,0.0,0.0,11.0,ATTT2016,CQUI,0,THPT,Khu vực 1,2,ENG01
460FE95AXPvAibaEXe8pd25OrRS+bcsLaTm3oBVu,1998.0,0.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 1,1,ENG01
A9583138XPvAibaEXe8pd25OrRS+bd8RTXO2y2Hk,1998.0,1.0,0.0,11.0,MTCL2016.1,CLC,0,THPT,Khu vực 2,4,ENG01
D6B1D021XPvAibaEXe8pd25OrRS+bXqdz8jUTEuf,1998.0,1.0,0.0,11.0,KTMT0001,CQUI,0,THPT,Khu vực 1,3,ENG01
F34E4020XPvAibaEXe8pd25OrRS+bVa2uJMwiE2i,1997.0,1.0,-1.0,11.0,KHMT2016.1,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
3F6464F9XPvAibaEXe8pd25OrRS+bfhEJhQJNXId,1997.0,1.0,-1.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 1,3,ENGBT
B14FD079XPvAibaEXe9TpEyDfKIVdfzFkY8LDe3z,1998.0,1.0,0.0,11.0,KHMT2016,CQUI,0,THCS&THPT,Khu vực 3,2,ENG01
2FB225E9XPvAibaEXe9TpEyDfKIVddZlwf0BRIcL,1998.0,1.0,0.0,11.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENGBT
33BAB02CXPvAibaEXe9TpEyDfKIVdepPvHRN0/0F,1994.0,1.0,-4.0,11.0,KHTN2016,CNTN,0,Chuyên,Khu vực 2,2,ENG01
E3F994FFXPvAibaEXe893iM2Le1O8jHjbmeQ4Mxf,1998.0,1.0,0.0,11.0,KTPM0001,CLC,0,Chuyên,Khu vực 2,2,ENG01
E4625928XPvAibaEXe893iM2Le1O8tz+Zuz25esB,1998.0,1.0,0.0,11.0,KTMT0001,CQUI,0,Chuyên,Khu vực 1,3,ENG01
F529C0C9XPvAibaEXe893iM2Le1O8pDe4tC7DTPb,1998.0,1.0,0.0,11.0,CNTT2016,CQUI,0,Chuyên,Khu vực 2,2,ENG02
9EFB2679XPvAibaEXe893iM2Le1O8grF7ZE9EPoT,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT,3,ENG01
3D841DAEXPvAibaEXe9WGATIMl02LJS8n1lLdF33,1998.0,1.0,0.0,11.0,KTPM0001,CLC,0,THPT,Khu vực 2 NT,3,ENG01
D6CA403FXPvAibaEXe9WGATIMl02LG50pTmVL/bW,1997.0,1.0,-1.0,11.0,HTTT0001,CTTT,0,Chuyên,Khu vực 2,2,ENG01
8F64D58FXPvAibaEXe9WGATIMl02LHpk6dKE3g6h,1998.0,1.0,0.0,11.0,HTTT0001,CLC,0,THPT,Khu vực 3,4,ENG01
EFCB9543XPvAibaEXe9WGATIMl02LHB8H3jszgG1,1998.0,1.0,0.0,11.0,MMTT2016,CQUI,0,THPT,Khu vực 2 NT,2,ENG02
A048A75BXPvAibaEXe9WGATIMl02LCcJquODyIYq,1998.0,1.0,0.0,11.0,MMTT0001,CQUI,1,THPT,Khu vực 2,1,ENG01
317F4908XPvAibaEXe9WGATIMl02LLeAEzyRzdkc,1995.0,1.0,-3.0,11.0,KHTN2016,CNTN,0,THPT,Khu vực 2,1,ENG01
82CDD006XPvAibaEXe9WGATIMl02LLfwAtGJNJ7j,1998.0,1.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 1,2,ENG01
BDA8F475XPvAibaEXe9WGATIMl02LEaibTVYKq1l,1998.0,0.0,0.0,11.0,KTPM0001,CLC,0,Chuyên,Khu vực 1,3,ENG01
FCB48C3AXPvAibaEXe+zrGHfAUSFabKbz9bBSiV8,1998.0,1.0,0.0,11.0,KTPM0001,CQUI,0,THPT,Khu vực 2,2,ENG02
67D7036DXPvAibaEXe+zrGHfAUSFabjrbPTYEo23,1997.0,1.0,-1.0,11.0,MMTT0001,CQUI,0,GDTX,Khu vực 2 NT,3,ENG01
FC108F04XPvAibaEXe+zrGHfAUSFaZD0KqTHsnj4,1998.0,1.0,0.0,11.0,HTCL2016.1,CLC,0,THCS&THPT,Khu vực 3,3,ENGBT
DF522B8DXPvAibaEXe+zrGHfAUSFacLkM4T9DLZg,1997.0,1.0,-1.0,11.0,KTMT0001,CLC,0,THPT,Khu vực 3,4,ENGBT
